City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kissidougou,9.1848,-10.0999,295.53,90,98,0.82,GN,1698535320
364,minas de marcona,-15.2119,-75.1103,287.93,86,72,6.08,PE,1698535322
365,ormara,25.2088,64.6357,299.92,70,0,4.26,PK,1698535324
366,salinopolis,-0.6136,-47.3561,301.22,77,16,7.15,BR,1698535329
367,kijang,35.2442,129.2139,285.0,69,0,2.93,KR,1698535331
368,les cayes,18.2,-73.75,300.41,72,54,1.49,HT,1698535333
369,toritama,-8.0067,-36.0567,295.4,75,34,3.84,BR,1698535335
370,dunedin,-45.8742,170.5036,285.26,71,86,2.24,NZ,1698535338
371,nova vicosa,-17.8919,-39.3719,298.27,84,99,5.97,BR,1698535342
372,baharly,38.4362,57.4316,295.51,31,12,1.78,TM,1698535344
373,conceicao do araguaia,-8.2578,-49.2647,303.3,44,7,2.05,BR,1698535347
374,acapulco de juarez,16.8634,-99.8901,301.51,81,100,3.6,MX,1698535349
375,orizona,-17.0314,-48.2958,297.02,69,94,2.64,BR,1698535351
376,kyren,51.6828,102.1408,265.34,94,37,0.89,RU,1698535353
377,beloretsk,53.9631,58.3981,270.11,86,100,3.58,RU,1698535355
378,tangalle,6.024,80.7911,298.06,88,100,1.66,LK,1698535357
379,kilindoni,-7.9139,39.6668,299.38,81,86,4.76,TZ,1698535360
380,salqin,36.1381,36.4532,287.19,44,0,0.83,SY,1698535362
381,biankouma,7.7391,-7.6138,293.9,89,41,0.82,CI,1698535364
382,conde,-7.2597,-34.9075,298.85,78,40,3.6,BR,1698535298
383,rabo de peixe,37.8,-25.5833,290.36,99,20,3.09,PT,1698535368
384,nakasongola,1.3089,32.4564,291.98,96,97,2.2,UG,1698535370
385,kaffrine,14.1059,-15.5508,299.97,58,47,2.96,SN,1698535372
386,mumford,5.2618,-0.759,299.0,86,3,2.29,GH,1698535375
387,diego de almagro,-26.3667,-70.05,291.11,38,0,3.84,CL,1698535377
388,tomatlan,19.9333,-105.25,301.26,77,89,3.5,MX,1698535379
389,shamil'kala,42.6858,46.8639,289.42,55,28,2.69,RU,1698535385
390,flying fish cove,-10.4217,105.6791,297.97,88,40,3.6,CX,1698535387
391,machico,32.7,-16.7667,294.5,69,20,8.75,PT,1698535390
392,nadi,-17.8,177.4167,303.15,62,40,5.14,FJ,1698535135
393,riobamba,-1.6667,-78.6333,287.49,95,100,1.45,EC,1698535259
394,aldan,58.6031,125.3894,267.23,96,100,3.21,RU,1698535396
395,lalibela,12.0333,39.0333,286.55,79,35,2.78,ET,1698535400
396,tanumah,27.1,44.1333,294.98,38,94,3.17,SA,1698535402
397,rio grande,-32.035,-52.0986,294.79,95,91,3.09,BR,1698535394
398,bayanhongor,46.7167,100.1167,269.34,52,35,0.15,MN,1698535407
399,hamilton,39.1834,-84.5333,286.43,90,100,4.12,US,1698535344
400,zhalantun,48.0,122.7167,275.03,51,50,0.67,CN,1698535411
401,segovia,41.1667,-4.0,283.39,77,100,4.26,ES,1698535413
402,newman,37.3138,-121.0208,292.62,23,0,7.6,US,1698535415
403,makhambet,47.6667,51.5833,289.2,70,63,8.87,KZ,1698535417
404,muisne,0.6,-80.0333,296.9,92,100,1.49,EC,1698535420
405,ouarzazat,30.9189,-6.8934,294.31,37,0,1.54,MA,1698535422
406,zakamensk,50.3741,103.2863,267.52,80,88,1.14,RU,1698535424
407,enewetak,11.3474,162.3373,301.85,74,77,5.22,MH,1698535278
408,burao,9.5221,45.5336,294.88,78,99,3.14,SO,1698535428
409,ola,59.5833,151.2833,272.11,67,95,2.74,RU,1698535427
410,broome,42.2506,-75.833,286.49,75,0,1.54,US,1698535432
411,marsa alam,25.0757,34.8918,299.66,60,29,1.05,EG,1698535435
412,lerwick,60.1545,-1.1494,281.15,67,39,10.13,GB,1698535437
413,manavalakurichi,8.1333,77.3,299.28,82,100,1.87,IN,1698535441
414,tamanrasset,22.785,5.5228,297.1,17,75,1.54,DZ,1698535443
415,bandikui,27.05,76.5667,295.98,35,57,0.68,IN,1698535445
416,astrakhan,46.3497,48.0408,288.1,87,0,4.02,RU,1698535440
417,mpika,-11.8343,31.4529,292.79,55,58,1.22,ZM,1698535449
418,lupane,-18.9315,27.807,296.31,23,29,1.73,ZW,1698535449
419,ituango,7.1712,-75.764,290.13,97,100,1.49,CO,1698535454
420,egilsstadir,65.2653,-14.3948,274.1,100,100,3.09,IS,1698535439
421,kostroma,57.7708,40.9344,272.16,84,100,4.92,RU,1698535458
422,choibalsan,48.0667,114.5,272.48,45,21,7.46,MN,1698535460
423,galveston,29.3669,-94.9669,301.58,81,0,5.66,US,1698535220
424,paraisopolis,-22.5542,-45.78,293.83,94,100,0.82,BR,1698535464
425,prainha,-1.8,-53.48,303.24,47,44,1.42,BR,1698535466
426,garcia,25.8167,-100.5833,304.77,65,0,4.19,MX,1698535354
427,roznava,48.6601,20.5376,279.76,91,59,1.04,SK,1698535471
428,orivesi,61.6777,24.3572,270.17,85,14,1.64,FI,1698535473
429,qui nhon,13.7667,109.2333,298.12,89,98,2.28,VN,1698535475
430,san antonio de pale,-1.4014,5.6325,299.19,80,4,2.9,GQ,1698535409
431,syktyvkar,61.6764,50.8099,269.0,73,75,4.02,RU,1698535479
432,sucre,-19.0333,-65.2627,295.95,28,97,2.54,BO,1698535481
433,nikolayevsk-on-amure,53.1406,140.73,272.37,76,44,2.34,RU,1698535457
434,mil'kovo,55.6078,37.7956,273.48,98,100,4.89,RU,1698535403
435,kirkuk,35.4681,44.3922,295.36,40,0,1.02,IQ,1698535490
436,arafat,21.3594,39.9664,300.11,57,90,2.27,SA,1698535493
437,slavgorod,52.9978,78.6449,271.85,53,100,4.85,RU,1698535497
438,abepura,-2.6333,140.5833,298.6,83,40,1.54,ID,1698535499
439,auki,-8.7676,160.7034,302.84,67,73,0.88,SB,1698535501
440,kailua-kona,19.6406,-155.9956,303.48,74,40,4.63,US,1698535421
441,misratah,32.3754,15.0925,296.91,70,3,3.17,LY,1698535505
442,rafsanjan,30.4067,55.9939,292.12,32,76,1.1,IR,1698535507
443,sao paulo de olivenca,-3.3783,-68.8725,298.74,86,92,1.36,BR,1698535510
444,tindouf,27.6711,-8.1474,294.4,46,0,5.66,DZ,1698535512
445,codrington,-38.2667,141.9667,286.65,52,44,4.0,AU,1698535457
446,westport,41.1415,-73.3579,297.45,71,75,2.06,US,1698535470
447,wuwei,37.9281,102.6414,280.42,36,1,0.66,CN,1698535518
448,winnetka,42.1081,-87.7359,282.53,72,100,3.6,US,1698535520
449,walvis bay,-22.9575,14.5053,285.68,87,28,5.14,NA,1698535523
450,zheleznogorsk-ilimskiy,56.5768,104.1217,268.35,46,49,3.58,RU,1698535525
451,hell-ville,-13.4,48.2667,299.57,75,5,2.06,MG,1698535380
452,toliara,-23.35,43.6667,295.64,83,0,3.04,MG,1698535529
453,tlapehuala,18.2167,-100.5167,302.04,77,100,0.24,MX,1698535531
454,condega,13.365,-86.3985,296.31,90,83,0.48,NI,1698535533
455,manistee,44.2445,-86.3242,279.29,70,100,3.09,US,1698535535
456,pisco,-13.7,-76.2167,294.18,78,20,7.2,PE,1698535508
457,santa marta,11.2408,-74.199,300.31,79,75,6.17,CO,1698535413
458,geraldton,-28.7667,114.6,289.38,67,1,7.72,AU,1698535542
459,kisangani,0.5167,25.2,294.39,93,61,0.48,CD,1698535435
460,bel ombre,-4.6167,55.4167,300.06,83,20,2.57,SC,1698535546
461,akjoujt,19.6969,-14.4164,303.14,16,0,2.6,MR,1698535548
462,olyokminsk,60.3736,120.4264,269.35,82,100,1.73,RU,1698535387
463,barsi,18.2333,75.7,294.2,48,1,4.51,IN,1698535552
464,bosobolo,4.1833,19.9,295.01,90,18,0.17,CD,1698535554
465,matthew town,20.95,-73.6667,300.96,74,13,7.82,BS,1698535557
466,veraval,20.9,70.3667,299.58,62,100,3.38,IN,1698535559
467,madalena,41.2162,-8.3345,290.47,95,100,8.23,PT,1698535561
468,iguatemi,-23.6803,-54.5611,300.27,65,97,2.33,BR,1698535563
469,sakakah,29.9697,40.2064,294.91,63,99,3.28,SA,1698535565
470,sept-iles,50.2001,-66.3821,280.15,59,40,12.86,CA,1698535567
471,kanniyakumari,8.0833,77.5667,300.1,78,100,2.83,IN,1698535569
472,north bend,43.4065,-124.2243,287.17,41,0,4.63,US,1698535572
473,mirnyy,62.5353,113.9611,264.79,86,66,4.08,RU,1698535576
474,nizhneudinsk,54.9076,99.0276,268.93,48,99,1.85,RU,1698535578
475,poronaysk,49.2167,143.1167,275.54,60,3,0.98,RU,1698535580
476,kavieng,-2.5744,150.7967,301.63,79,11,6.93,PG,1698535582
477,alo,7.4178,6.7371,299.15,85,87,1.51,NG,1698535584
478,leua,48.2156,18.6071,284.54,82,51,2.14,SK,1698535587
479,shubarshi,48.5872,57.1869,285.7,97,100,6.86,KZ,1698535589
480,karaundi,26.8974,68.4068,299.33,33,1,0.58,PK,1698535591
481,kutina,45.475,16.7819,285.48,78,68,2.43,HR,1698535593
482,figuig (centre),32.1089,-1.2286,295.3,18,100,1.49,MA,1698535595
483,tamandare,-8.7597,-35.1047,298.44,73,99,4.82,BR,1698535503
484,altai,46.3722,96.2583,270.72,41,27,1.52,MN,1698535444
485,portage la prairie,49.9728,-98.2926,270.43,89,28,5.41,CA,1698535602
486,conception bay south,47.4999,-52.9981,285.78,94,98,6.19,CA,1698535604
487,talcahuano,-36.7167,-73.1167,284.97,71,100,6.17,CL,1698535606
488,outjo,-20.1167,16.15,292.64,20,5,3.51,NA,1698535608
489,keelung,25.1283,121.7419,297.07,80,99,4.07,TW,1698535610
490,amos,48.5669,-78.1162,271.1,76,97,3.32,CA,1698535567
491,protaras,35.0125,34.0583,295.36,83,0,1.79,CY,1698535440
492,fisterra,42.9049,-9.2629,288.16,77,100,12.66,ES,1698535617
493,wajir,1.7471,40.0573,298.64,76,72,8.29,KE,1698535619
494,manismata,-2.4667,111.0333,298.2,88,97,0.93,ID,1698535621
495,amahai,-3.3333,128.9167,299.89,77,99,1.39,ID,1698535623
496,puri,19.8,85.85,293.44,74,32,3.02,IN,1698535625
497,gadzhiyevo,69.2551,33.3362,266.58,94,94,1.71,RU,1698535473
498,dzhetygara,52.1908,61.2006,272.94,99,100,2.3,KZ,1698535629
499,masterton,-40.9597,175.6575,287.53,43,61,2.9,NZ,1698535431
500,savanna-la-mar,18.219,-78.1332,301.12,71,21,3.61,JM,1698535634
501,majene,-3.5403,118.9707,299.69,69,38,3.57,ID,1698535636
502,fernie,49.5,-115.0687,272.2,45,24,1.85,CA,1698535523
503,as sulayyil,20.4607,45.5779,298.29,49,69,3.08,SA,1698535640
504,taoudenni,22.6783,-3.9836,305.54,11,0,2.79,ML,1698535405
505,nova kakhovka,46.7545,33.3486,285.75,61,12,2.87,UA,1698535644
506,thunder bay,48.4001,-89.3168,274.14,60,100,4.12,CA,1698535360
507,flin flon,54.7682,-101.865,268.06,74,75,3.09,CA,1698535649
508,poxoreo,-15.8372,-54.3892,300.81,58,70,1.61,BR,1698535653
509,kachkanar,58.7,59.4948,266.87,84,99,3.06,RU,1698535655
510,okakarara,-20.5833,17.4333,293.87,16,36,5.24,NA,1698535657
511,altayskoye,51.9533,85.3325,269.68,58,99,1.88,RU,1698535659
512,harsin,34.2721,47.5861,279.6,42,3,0.76,IR,1698535664
513,bamboo flat,11.7,92.7167,298.2,100,40,0.51,IN,1698535469
514,margate,51.3813,1.3862,287.42,87,85,3.13,GB,1698535342
515,murzuq,25.9155,13.9184,297.34,23,0,3.6,LY,1698535670
516,katsuura,35.1333,140.3,290.44,67,38,6.5,JP,1698535383
517,nemuro,43.3236,145.575,285.61,76,97,3.8,JP,1698535511
518,sirjan,29.452,55.6814,288.81,54,6,3.35,IR,1698535676
519,nebraska city,40.6767,-95.8592,275.45,64,100,7.2,US,1698535678
520,ventspils,57.3894,21.5606,275.11,100,75,1.54,LV,1698535680
521,de aar,-30.6497,24.0123,280.61,60,9,11.86,ZA,1698535683
522,bocas del toro,9.3333,-82.25,298.74,78,71,2.24,PA,1698535685
523,al kharijah,25.4514,30.5464,298.19,31,9,3.18,EG,1698535649
524,miagao,10.6442,122.2352,300.05,82,22,4.48,PH,1698535689
525,hanceville,34.0607,-86.7675,299.55,59,39,1.8,US,1698535691
526,qamdo,31.1667,97.2333,266.83,53,0,0.9,CN,1698535432
527,quellon,-43.1167,-73.6167,280.12,86,74,8.99,CL,1698535375
528,rumphi,-11.0186,33.8575,295.95,52,47,3.32,MW,1698535697
529,maragogi,-9.0122,-35.2225,299.17,67,98,5.86,BR,1698535563
530,chornobayivka,46.6941,32.5537,286.13,58,22,1.56,UA,1698535704
531,terbanggi besar,-4.8667,105.2333,296.43,79,16,2.16,ID,1698535706
532,mweka,-4.85,21.5667,293.66,97,79,0.83,CD,1698535708
533,lorengau,-2.0226,147.2712,301.16,82,97,4.6,PG,1698535441
534,jalingo,8.8833,11.3667,300.69,49,23,1.3,NG,1698535712
535,opuwo,-18.0607,13.84,295.53,29,77,3.01,NA,1698535714
536,douentza,14.9951,-2.9517,301.74,19,11,1.73,ML,1698535716
537,lazaro cardenas,17.9583,-102.2,301.66,78,93,3.29,MX,1698535477
538,alvand,36.3187,49.1678,284.72,35,28,2.61,IR,1698535721
539,araguaina,-7.1911,-48.2072,304.2,39,42,1.92,BR,1698535455
540,arak,34.0917,49.6892,284.67,31,7,0.77,IR,1698535725
541,sovetskiy,61.3614,63.5842,268.65,83,10,5.36,RU,1698535727
542,vakarai,55.6035,23.8213,271.44,85,100,1.27,LT,1698535729
543,porto novo,6.4965,2.6036,301.05,82,3,2.1,BJ,1698535415
544,portland,45.5234,-122.6762,286.85,39,0,6.69,US,1698535635
545,makokou,0.5738,12.8642,296.46,81,93,0.6,GA,1698535735
546,val-des-monts,45.6501,-75.666,281.99,71,20,3.09,CA,1698535738
547,whakatane,-37.9585,176.9854,291.42,57,87,1.79,NZ,1698535392
548,kerema,-7.9631,145.7785,300.66,77,43,1.59,PG,1698535742
549,yamethin,20.4333,96.15,295.41,87,100,1.29,MM,1698535744
550,alenquer,-1.9417,-54.7383,304.14,41,68,1.87,BR,1698535746
551,ta`u,-14.2336,-169.5144,299.83,82,33,6.52,AS,1698535485
552,amparafaravola,-17.5833,48.2167,291.77,93,47,1.41,MG,1698535750
553,dondo,-19.6094,34.7431,296.88,96,0,1.96,MZ,1698535752
554,punta del este,-34.9667,-54.95,291.21,99,20,5.81,UY,1698535315
555,kruisfontein,-34.0033,24.7314,282.74,57,73,2.35,ZA,1698535469
